Drug.Name	Target.Name	ps
AZD6738_1917	RPS27	1.649046117
Linsitinib_1510	SEC61B	1.645296954
BI-2536_1086	TRMT6	1.644657542
CZC24832_1615	RPS27	1.644162466
Dasatinib_1079	SSBP1	1.643838754
IWP-2_1576	RPS11	1.642817784
AZD3759_1915	PES1	1.6412858
Ribociclib_1632	SSBP1	1.641135072
Sapitinib_1549	BRIX1	1.639162704
Uprosertib_1553	SSBP1	1.63843139
Selumetinib_1736	PES1	1.6371095
Irinotecan_1088	WDR75	1.632781355
Axitinib_1021	WDR75	1.632781355
JQ1_2172	NOP16	1.629137515
Buparlisib_1873	TRMT6	1.628843527
Axitinib_1021	RPS11	1.625433469
Nutlin-3a (-)_1047	SEC61B	1.622714447
RO-3306_1052	SSBP1	1.619505614
I-BRD9_1928	RPS11	1.616741312
Gemcitabine_1190	WDR75	1.616694839
AZ6102_2109	NHP2L1	1.613614697
AGI-5198_1913	SEC61B	1.61303623
PCI-34051_1621	DENR	1.610344682
Dihydrorotenone_1827	SEC61B	1.609810157
EPZ004777_1237	DRG2	1.608829468
CZC24832_1615	SSBP1	1.608690886
GNE-317_1926	RPS7	1.608554935
AZD5153_1706	SEC61B	1.606584085
Entinostat_1593	SEC61B	1.606584085
GNE-317_1926	WDR75	1.605970495
AZD1332_1463	RPS11	1.605151768
Luminespib_1559	TRMT6	1.605122504
AZD3759_1915	SEC61B	1.60013194
Gemcitabine_1190	TRMT6	1.597215497
Trametinib_1372	RPS27	1.596953841
5-Fluorouracil_1073	RPS27	1.595325957
Elephantin_1835	DENR	1.595325924
Cediranib_1922	EXOSC4	1.595059238
AZD5582_1617	BRIX1	1.594993649
GSK269962A_1192	TRMT6	1.593261993
Sinularin_1838	WDR75	1.592565065
MK-8776_2046	WDR75	1.592565065
Afatinib_1032	RPS11	1.590664839
WZ4003_1614	WDR75	1.589883979
PD173074_1049	DENR	1.58865092
PCI-34051_1621	WDR75	1.584521807
GSK343_1627	SEC61B	1.584001578
Doramapimod_1042	PES1	1.582817604
SCH772984_1564	BRIX1	1.58027063
AZD5582_1617	DRG2	1.579915973
Wnt-C59_1622	RPS27	1.577419237
UMI-77_1939	WDR75	1.576478549
MIRA-1_1931	TRMT6	1.573494475
Pevonedistat_1529	TRMT6	1.569540971
PD0325901_1060	BRIX1	1.568001449
Docetaxel_1819	DRG2	1.567524475
IWP-2_1576	RPS27	1.566024052
AZ960_1250	TRMT6	1.561633964
GSK343_1627	BRIX1	1.560639939
AZD8055_1059	RPS7	1.557744388
AZ960_1250	DRG2	1.557198227
AZD8186_1918	DRG2	1.555132978
Cyclophosphamide_1512	WDR75	1.555029862
Podophyllotoxin bromide_1825	NHP2L1	1.554096122
Afatinib_1032	BRIX1	1.55327843
RVX-208_1625	DRG2	1.553067728
Wnt-C59_1622	SEC61B	1.551740853
Taselisib_1561	BRIX1	1.550824594
Tamoxifen_1199	TRMT6	1.549773453
VE821_2111	RPS27	1.549745216
ZM447439_1050	RPS27	1.549745216
GSK591_2110	WDR75	1.54966769
I-BET-762_1624	DRG2	1.548937229
Pevonedistat_1529	SEC61B	1.548514781
Zoledronate_1802	BRIX1	1.548370757
AZD8055_1059	SSBP1	1.546506196
Dactolisib_1057	EXOSC4	1.544615707
Fulvestrant_1200	RPS11	1.544306665
Sapitinib_1549	WDR75	1.544305518
Venetoclax_1909	DRG2	1.54274148
Mirin_1048	SEC61B	1.542062636
Tamoxifen_1199	WDR75	1.541624432
Crizotinib_1083	RPS27	1.541605798
AZD6482_2169	RPS27	1.539977914
PF-4708671_1129	SEC61B	1.538836563
Fulvestrant_1200	DENR	1.53691964
AZ6102_2109	SEC61B	1.535610491
AZD5438_1401	RPS7	1.535013354
MN-64_1854	RPS14	1.531800488
Dactinomycin_1811	SEC61B	1.529158346
SB505124_1194	EXOSC4	1.528960818
Foretinib_2040	DRG2	1.528284732
Teniposide_1809	TRMT6	1.52605243
YK-4-279_1239	RPS14	1.525717087
AMG-319_2045	RPS11	1.525473657
AZ960_1250	UTP3	1.524698637
Pictilisib_1058	NHP2L1	1.522683541
Topotecan_1808	RPS11	1.522576271
Fulvestrant_1200	TRMT6	1.522098927
VE-822_1613	BRIX1	1.521378557
Mitoxantrone_1810	RPS14	1.520850365
NVP-ADW742_1932	NHP2L1	1.519376953
Paclitaxel_1080	RPS7	1.51495656
OTX015_1626	DRG2	1.513827985
Sabutoclax_1849	RPS11	1.512435421
Niraparib_1177	DENR	1.511888375
GSK2578215A_1927	TRMT6	1.510238416
Olaparib_1017	SEC61B	1.509801911
Cytarabine_1006	SEC61B	1.509801911
Alisertib_1051	SSBP1	1.508654646
Docetaxel_1819	DENR	1.506882123
LJI308_2107	RPS14	1.506250202
P22077_1933	RPS27	1.502536591
ABT737_1910	RPS27	1.500908707
AZD3759_1915	SSBP1	1.500543599
Erlotinib_1168	DENR	1.500207119
GDC0810_1925	RPS27	1.499280823
AT13148_2170	SEC61B	1.496897621
Camptothecin_1003	DENR	1.496869617
Vinblastine_1004	WDR75	1.49604597
Alpelisib_1560	RPS27	1.496025056
Tozasertib_1096	DRG2	1.495240738
AZD6738_1917	NHP2L1	1.494577547
Sorafenib_1085	DRG2	1.491110239
ABT737_1910	DRG2	1.489044989
Obatoclax Mesylate_1068	NHP2L1	1.486311078
Dactinomycin_1911	SEC61B	1.483993331
I-BRD9_1928	SEC61B	1.483993331
Bortezomib_1191	RPS27	1.481374103
MIRA-1_1931	DENR	1.478513356
Osimertinib_1919	RPS27	1.478118336
AZD5582_1617	SEC61B	1.477541186
Gemcitabine_1190	BRIX1	1.477209502
NVP-ADW742_1932	RPS27	1.476490452
Cyclophosphamide_1512	TRMT6	1.474656882
BMS-345541_1249	SSBP1	1.473506778
JQ1_2172	SSBP1	1.473506778
Entinostat_1593	DRG2	1.472522992
Tamoxifen_1199	RPS27	1.471606802
Fulvestrant_1816	RPS7	1.470831611
Vinorelbine_2048	TRMT6	1.470703378
RO-3306_1052	EXOSC4	1.469820126
AGI-6780_1634	DENR	1.46850085
Doramapimod_1042	SSBP1	1.468099413
Lapatinib_1558	DENR	1.463494597
Palbociclib_1054	TRMT6	1.462796371
PCI-34051_1621	NHP2L1	1.461511672
Sepantronium bromide_1941	RPS27	1.455327965
AZD7762_1022	DENR	1.455150843
Entinostat_1593	SSBP1	1.454581003
VE821_2111	USP39	1.454527285
GNE-317_1926	NHP2L1	1.453245203
PRIMA-1MET_1131	WDR75	1.453148595
RVX-208_1625	BRIX1	1.452671139
Osimertinib_1919	BRIX1	1.447763466
WZ4003_1614	TRMT6	1.446982356
AGI-6780_1634	USP39	1.444247941
Oxaliplatin_1089	RPS7	1.444089218
Buparlisib_1873	RPS27	1.44393278
Ulixertinib_2047	BRIX1	1.442855793
Gemcitabine_1190	EXOSC4	1.438510349
AZD3759_1915	RPS11	1.437103388
OTX015_1626	BRIX1	1.435494284
Afuresertib_1912	DENR	1.431788329
Uprosertib_1553	RPS11	1.431308616
Linsitinib_1510	BRIX1	1.430586611
AGI-5198_1913	RPS7	1.428043783
Vorinostat_1012	DRG2	1.4270875
PFI3_1620	NHP2L1	1.426792504
Talazoparib_1259	WDR75	1.426337735
Dactolisib_1057	SSBP1	1.424840499
Daporinad_1248	RPS7	1.424032424
Trametinib_1372	DRG2	1.422957001
MIM1_1996	RPS14	1.422299262
AT13148_2170	WDR75	1.420975563
LGK974_1598	SEC61B	1.413019737
Niraparib_1177	RPS14	1.406482418
Cytarabine_1006	RPS11	1.402334758
Teniposide_1809	DRG2	1.400239255
AZD5153_1706	RPS7	1.39862715
AZ960_1250	RPS7	1.39862715
GSK2606414_1618	DENR	1.39841331
Vinorelbine_2048	NHP2L1	1.393726629
GSK2578215A_1927	RPS27	1.393468387
I-BRD9_1928	DENR	1.393407057
MIRA-1_1931	RPS27	1.386956853
PD173074_1049	RPS7	1.385255954
Taselisib_1561	RPS14	1.378498771
Sorafenib_1085	DENR	1.378388298
PRIMA-1MET_1131	RPS11	1.376258285
I-BRD9_1928	COPS3	1.376037846
AGI-6780_1634	RPS11	1.374809592
Carmustine_1807	RPS27	1.373933784
SB505124_1194	NHP2L1	1.373887104
Sepantronium bromide_1941	RPS11	1.371912206
Taselisib_1561	DENR	1.370044543
ML323_1629	RPS11	1.36901482
Gallibiscoquinazole_1830	NHP2L1	1.367273929
Sapitinib_1549	RPS7	1.366536279
Sabutoclax_1849	NHP2L1	1.365620635
MG-132_1862	RPS14	1.363898608
Palbociclib_1054	NHP2L1	1.362314047
Linsitinib_1510	RPS27	1.360910715
AZD5153_1706	NHP2L1	1.35900746
Elephantin_1835	NHP2L1	1.35900746
AMG-319_2045	WDR75	1.3566295
OSI-027_1594	DRG2	1.352738513
AZD5582_1617	DENR	1.351688283
I-BET-762_1624	RPS7	1.347816604
Sorafenib_1085	WDR75	1.345905156
MK-2206_1053	DENR	1.345013279
SB505124_1194	NOP16	1.34426101
Pevonedistat_1529	RPS7	1.342468125
GNE-317_1926	BRIX1	1.342248501
MIRA-1_1931	RPS11	1.341489655
Camptothecin_1003	BRIX1	1.339794665
Talazoparib_1259	TRMT6	1.336284252
RO-3306_1052	RPS11	1.335694883
Osimertinib_1919	RPS11	1.331348804
AZD2014_1441	RPS11	1.331348804
AZ6102_2109	RPS11	1.328451418
Olaparib_1017	RPS11	1.328451418
Pyridostatin_2044	TRMT6	1.324423741
Sepantronium bromide_1941	SEC61B	1.322689708
I-BRD9_1928	BRIX1	1.32261781
Dactinomycin_1811	WDR75	1.321775382
Camptothecin_1003	DRG2	1.321759768
LJI308_2107	RPS11	1.319759261
Pictilisib_1058	SEC61B	1.319463636
Entospletinib_1630	RPS7	1.317062852
Tozasertib_1096	SSBP1	1.316693212
Mirin_1048	DENR	1.314975761
Oxaliplatin_1089	DENR	1.311638259
Docetaxel_1007	WDR75	1.311051038
Mirin_1048	NHP2L1	1.304448766
Elephantin_1835	RPS27	1.303934788
Fludarabine_1813	SEC61B	1.300107201
5-Fluorouracil_1073	SEC61B	1.300107201
Vincristine_1818	UTP3	1.298969364
Leflunomide_1578	DENR	1.298288252
Pyridostatin_2044	SEC61B	1.296881129
BMS-345541_1249	UTP3	1.294865195
OTX015_1626	RPS11	1.293682788
Dactinomycin_1811	RPS27	1.292539602
Nilotinib_1013	RPS11	1.292234095
PFI3_1620	RPS7	1.290320459
Wee1 Inhibitor_1046	DENR	1.289944497
Dihydrorotenone_1827	SSBP1	1.289656391
AZD6482_2169	BRIX1	1.288264101
Acetalax_1804	RPS14	1.287247749
NVP-ADW742_1932	RPS7	1.2863091
Teniposide_1809	RPS14	1.284814389
GDC0810_1925	NHP2L1	1.284609241
ZM447439_1050	WDR75	1.284240179
AMG-319_2045	DRG2	1.282520025
PD173074_1049	RPS27	1.281144417
PRIMA-1MET_1131	RPS7	1.280960622
Cisplatin_1005	WDR75	1.278878007
WZ4003_1614	DRG2	1.278389526
Afuresertib_1912	RPS7	1.275612143
XAV939_1268	DRG2	1.272193777
Talazoparib_1259	RPS14	1.271430905
AZD7762_1022	NHP2L1	1.271382891
UMI-77_1939	NHP2L1	1.271382891
AZ6102_2109	DRG2	1.270128527
MG-132_1862	EXOSC4	1.269785435
Staurosporine_1034	DENR	1.268250734
Vinorelbine_2048	WDR75	1.268153663
MK-8776_2046	RPS27	1.268121348
Sorafenib_1085	RPS27	1.268121348
PLX-4720_1036	SSBP1	1.268026933
PCI-34051_1621	SEC61B	1.267846477
NVP-ADW742_1932	SEC61B	1.267846477
Temozolomide_1375	RPS27	1.266493464
Teniposide_1809	RPS7	1.266252305
MIM1_1996	SSBP1	1.265323251
IWP-2_1576	SEC61B	1.264620404
PD0325901_1060	DRG2	1.263932779
Wee1 Inhibitor_1046	WDR75	1.262791491
KRAS (G12C) Inhibitor-12_1855	SEC61B	1.261394332
AGI-5198_1913	WDR75	1.260110405
JQ1_2172	DRG2	1.259802279
Rapamycin_1084	SSBP1	1.254508523
Osimertinib_1919	SSBP1	1.254508523
VE821_2111	RPS14	1.251964021
Oxaliplatin_1089	RPS27	1.251842511
SB505124_1194	RPS11	1.250222
5-Fluorouracil_1073	BRIX1	1.249002719
AZD8055_1059	RPS27	1.248586744
Epirubicin_1511	DRG2	1.245345532
OSI-027_1594	SEC61B	1.242037897
Pevonedistat_1529	RPS27	1.237191559
Crizotinib_1083	DRG2	1.237084533
Alpelisib_1560	DRG2	1.235019284
YK-4-279_1239	RPS7	1.234161434
SCH772984_1564	RPS27	1.233935792
Ulixertinib_2047	DENR	1.233206964
Entospletinib_1630	RPS11	1.232837685
VX-11e_2096	SEC61B	1.232359679
Tamoxifen_1199	UTP3	1.231250582
Uprosertib_2106	WDR75	1.230618459
ML323_1629	DENR	1.229869462
Ipatasertib_1924	RPS11	1.228491606
Dactinomycin_1911	DENR	1.228200711
LCL161_1557	SEC61B	1.225907535
Fludarabine_1813	RPS7	1.222127357
P22077_1933	DRG2	1.220562536
YK-4-279_1239	RPS11	1.219799448
Nutlin-3a (-)_1047	DENR	1.218188205
Vinorelbine_2048	SEC61B	1.216229317
Nutlin-3a (-)_1047	NHP2L1	1.215170904
Talazoparib_1259	DRG2	1.214366787
CZC24832_1615	RPS7	1.21276752
PCI-34051_1621	DRG2	1.212301538
Linsitinib_1510	UTP3	1.208677654
MG-132_1862	RPS11	1.208209905
BIBR-1532_2043	BRIX1	1.2072875
JQ1_2172	RPS14	1.20694685
ML323_1629	RPS7	1.204744802
Mirin_1048	RPS27	1.204633886
AZ960_1250	WDR75	1.2038076
Camptothecin_1003	WDR75	1.2038076
WIKI4_1940	DRG2	1.201975289
GDC0810_1925	RPS11	1.20096644
Afatinib_1032	SEC61B	1.196872882
Vincristine_1818	SEC61B	1.196872882
Ulixertinib_1908	WDR75	1.195764342
PFI3_1620	RPS27	1.194866584
Zoledronate_1802	DRG2	1.193714291
Podophyllotoxin bromide_1825	WDR75	1.193083256
GSK1904529A_1093	WDR75	1.19040217
Axitinib_1021	DENR	1.189819439
Cyclophosphamide_1512	RPS7	1.186025127
Niraparib_1177	RPS7	1.184688007
LCL161_1557	RPS7	1.184688007
Entinostat_1593	RPS27	1.183471399
Vinorelbine_2048	DENR	1.181475684
Dihydrorotenone_1827	EXOSC4	1.181074397
Cediranib_1922	SEC61B	1.18074252
Venetoclax_1909	BRIX1	1.1802953
Picolinici-acid_1635	DRG2	1.179257543
AZD5991_1720	DRG2	1.179257543
OF-1_1853	RPS11	1.177787353
AZD1332_1463	UTP3	1.175844306
PRT062607_1631	BRIX1	1.175387627
VE-822_1613	RPS27	1.175331981
Ruxolitinib_1507	DRG2	1.175127044
Cediranib_1922	RPS11	1.174889968
BMS-536924_1091	EXOSC4	1.174116669
Vincristine_1818	WDR75	1.168953482
PCI-34051_1621	RPS27	1.168820446
WIKI4_1940	RPS11	1.167646503
Mitoxantrone_1810	RPS7	1.167305452
Sinularin_1838	RPS27	1.167192563
Alpelisib_1560	EXOSC4	1.165419508
Doramapimod_1042	RPS11	1.164749117
Telomerase Inhibitor IX_1930	WDR75	1.16359131
5-Fluorouracil_1073	NOP16	1.16324573
AZD5363_1916	RPS7	1.160619853
Nelarabine_1814	WDR75	1.158229138
GSK591_2110	RPS11	1.157505652
EPZ004777_1237	NHP2L1	1.157305623
CZC24832_1615	RPS14	1.157062958
Entospletinib_1630	WDR75	1.155548052
Uprosertib_1553	DENR	1.154775669
Oxaliplatin_1089	DRG2	1.150344048
AZD5438_1401	SEC61B	1.148481796
Gallibiscoquinazole_1830	WDR75	1.147504794
RO-3306_1052	NHP2L1	1.14738586
AZD2014_1441	DENR	1.144763163
Obatoclax Mesylate_1068	UTP3	1.143010957
Acetalax_1804	NHP2L1	1.140772685
GSK1904529A_1093	UTP3	1.138906788
AZD5153_1706	RPS27	1.137890657
NU7441_1038	WDR75	1.13678045
Pictilisib_1058	RPS11	1.135775258
Mitoxantrone_1810	RPS11	1.134326565
Telomerase Inhibitor IX_1930	RPS11	1.132877873
AT13148_2170	RPS11	1.132877873
VE821_2111	NHP2L1	1.132506217
AZD6738_1917	DRG2	1.131756802
I-BRD9_1928	DRG2	1.129691552
YK-4-279_1239	NHP2L1	1.129199629
Telomerase Inhibitor IX_1930	SEC61B	1.129125361
Vinblastine_1004	RPS27	1.128123356
Alpelisib_1560	RPS14	1.127862631
AZD8186_1918	NHP2L1	1.127546335
AZD1332_1463	RPS14	1.126645951
MK-2206_1053	RPS27	1.126495472
Cisplatin_1005	RPS14	1.12299591
Crizotinib_1083	WDR75	1.120693935
NU7441_1038	EXOSC4	1.120194274
MIM1_1996	WDR75	1.118012849
SB505124_1194	DRG2	1.115234805
Axitinib_1021	BRIX1	1.114041718
Selumetinib_1736	WDR75	1.112650677
MK-8776_2046	RPS11	1.112596171
SCH772984_1564	SSBP1	1.108509686
AGI-5198_1913	RPS27	1.106960868
Dactinomycin_1911	NHP2L1	1.101093635
Obatoclax Mesylate_1068	RPS11	1.098109242
Sapitinib_1549	SSBP1	1.097694957
KU-55933_1030	NHP2L1	1.096133754
SB216763_1025	EXOSC4	1.095842224
GDC0810_1925	RPS7	1.093763871
RVX-208_1625	RPS11	1.093763163
AZD6738_1917	DENR	1.089694381
KRAS (G12C) Inhibitor-12_1855	NHP2L1	1.089520579
PD173074_1049	RPS11	1.089417085
LJI308_2107	RPS7	1.088415392
BMS-345541_1249	RPS27	1.087426265
Daporinad_1248	DENR	1.086356879
Tozasertib_1096	RPS7	1.085741153
ABT737_1910	DENR	1.084688128
OSI-027_1594	BRIX1	1.084595681
MG-132_1862	SSBP1	1.084176547
ABT737_1910	RPS11	1.083622313
AZD1208_1449	WDR75	1.083158731
BI-2536_1086	EXOSC4	1.080187335
Selumetinib_1736	BRIX1	1.079688008
Vinorelbine_2048	RPS27	1.079286847
PF-4708671_1129	DENR	1.078013124
Talazoparib_1259	RPS27	1.077658963
Topotecan_1808	SEC61B	1.077508201
Foretinib_2040	RPS7	1.076381316
SB216763_1025	DENR	1.076344373
Selumetinib_1736	SSBP1	1.0760655
Oxaliplatin_1806	WDR75	1.075115473
Staurosporine_1034	RPS7	1.073707076
GSK2578215A_1927	NHP2L1	1.072987642
5-Fluorouracil_1073	NHP2L1	1.071334348
Dactinomycin_1911	RPS7	1.071032837
AZD5363_1916	SSBP1	1.070658136
ML323_1629	RPS27	1.069519545
Sepantronium bromide_1941	SSBP1	1.067954454
Gemcitabine_1190	RPS27	1.067891661
BIBR-1532_2043	SEC61B	1.067829984
Picolinici-acid_1635	BRIX1	1.067418826
AGI-6780_1634	WDR75	1.067072215
Buparlisib_1873	WDR75	1.067072215
AZD1208_1449	RPS27	1.066263778
KU-55933_1030	RPS11	1.066237998
Daporinad_1248	NHP2L1	1.064721173
IWP-2_1576	DENR	1.064663116
WIKI4_1940	EXOSC4	1.062793014
Oxaliplatin_1806	NHP2L1	1.061414585
JQ1_2172	UTP3	1.060927585
AZD1208_1449	NHP2L1	1.058107998
Docetaxel_1819	RPS11	1.05754584
OF-1_1853	RPS27	1.056496476
Pyridostatin_2044	SSBP1	1.054436043
GDC0810_1925	DRG2	1.053277315
MIM1_1996	RPS27	1.053240709
Olaparib_1017	RPS27	1.053240709
Gefitinib_1010	NHP2L1	1.053148117
Paclitaxel_1080	NHP2L1	1.051494823
OSI-027_1594	RPS27	1.049984941
Fludarabine_1813	WDR75	1.048304614
Ipatasertib_1924	NHP2L1	1.048188236
AZD2014_1441	RPS14	1.047561732
PRIMA-1MET_1131	NHP2L1	1.046534942
GDC0810_1925	DENR	1.046306856
AZD5991_1720	RPS11	1.045956297
BMS-536924_1091	WDR75	1.045623528
Palbociclib_1054	RPS11	1.043058911
PFI3_1620	WDR75	1.040261356
AZD1208_1449	RPS11	1.040161525
Erlotinib_1168	RPS11	1.040161525
Nilotinib_1013	RPS7	1.037604846
WEHI-539_1997	RPS7	1.037604846
Bortezomib_1191	RPS14	1.036611609
Venetoclax_1909	DENR	1.03629435
Luminespib_1559	BRIX1	1.035518953
Picolinici-acid_1635	RPS27	1.035333989
Ruxolitinib_1507	BRIX1	1.030611281
Alpelisib_1560	BRIX1	1.030611281
Venetoclax_1909	RPS27	1.030450338
5-Fluorouracil_1073	RPS11	1.030020674
CZC24832_1615	WDR75	1.029537012
BMS-345541_1249	WDR75	1.029537012
EPZ004777_1237	WDR75	1.029537012
Nelarabine_1814	DRG2	1.02849432
IWP-2_1576	NHP2L1	1.028348711
Sepantronium bromide_1941	TRMT6	1.027910963
Entospletinib_1630	BRIX1	1.025703608
Nutlin-3a (-)_1047	EXOSC4	1.022786076
Acetalax_1804	DENR	1.021275591
AZD5153_1706	DRG2	1.020233321
Tozasertib_1096	DENR	1.01960684
AZD5991_1720	SSBP1	1.019288175
Tamoxifen_1199	RPS14	1.018361405
Telomerase Inhibitor IX_1930	DENR	1.016269338
Uprosertib_2106	RPS11	1.015533745
Palbociclib_1054	UTP3	1.011677561
5-Fluorouracil_1073	DENR	1.011263086
Dactolisib_1057	NHP2L1	1.008509186
PRT062607_1631	NHP2L1	1.008509186
Axitinib_1021	SSBP1	1.008473446
GSK1904529A_1093	NHP2L1	1.006855892
Palbociclib_1054	RPS7	1.006851094
AZD7762_1022	RPS27	1.006032083
Mitoxantrone_1810	EXOSC4	1.005391755
MK-2206_1053	NHP2L1	1.005202598
BMS-345541_1249	DENR	1.004588082
Pyridostatin_2044	RPS27	1.0044042
AT13148_2170	EXOSC4	1.001912891
Uprosertib_1553	NHP2L1	1.001896011
Buparlisib_1873	RPS7	1.000165496
BIBR-1532_2043	NHP2L1	0.998589423
Wnt-C59_1622	RPS11	0.99814943
Carmustine_1807	RPS14	0.996461159
AZD2014_1441	RPS27	0.996264782
BMS-754807_2171	RPS27	0.996264782
BMS-536924_1091	NHP2L1	0.995282836
JQ1_2172	EXOSC4	0.994955162
Cediranib_1922	RPS27	0.994636898
AGI-5198_1913	DENR	0.992906825
Foretinib_2040	RPS27	0.991381131
Vincristine_1818	DENR	0.991238074
Doramapimod_1042	BRIX1	0.988896062
PCI-34051_1621	BRIX1	0.986442226
Podophyllotoxin bromide_1825	RPS27	0.984869596
I-BRD9_1928	NHP2L1	0.983709779
Fulvestrant_1816	RPS11	0.983662501
GSK591_2110	RPS27	0.983241713
GSK343_1627	RPS27	0.981613829
Entospletinib_1630	UTP3	0.980896297
EPZ004777_1237	RPS14	0.980644316
Dinaciclib_1180	RPS7	0.980108701
Ulixertinib_2047	RPS7	0.978771581
SCH772984_1564	DRG2	0.976863079
Irinotecan_1088	DRG2	0.976863079
Cisplatin_1005	RPS27	0.976730178
XAV939_1268	RPS11	0.976419036
BMS-536924_1091	RPS11	0.976419036
Sinularin_1838	RPS7	0.974760222
Oxaliplatin_1806	RPS7	0.973423103
Wee1 Inhibitor_1046	RPS11	0.972072957
Gefitinib_1010	RPS27	0.971846527
AZD6482_2169	RPS11	0.969175571
Venetoclax_1909	RPS11	0.966278185
I-BET-762_1624	DENR	0.961200557
Alpelisib_1560	RPS11	0.960483414
Mirin_1048	RPS7	0.960051906
Pictilisib_1058	DENR	0.957863055
Selumetinib_1736	NHP2L1	0.957257079
WEHI-539_1997	DENR	0.956194304
Ruxolitinib_1507	RPS7	0.956040547
GSK1904529A_1093	DENR	0.954525553
Doramapimod_1042	DRG2	0.954145333
Wnt-C59_1622	RPS7	0.953366308
VE821_2111	RPS11	0.953239949
Dihydrorotenone_1827	DENR	0.951188051
MK-8776_2046	DENR	0.951188051
Cediranib_1922	NHP2L1	0.950643904
AZD8055_1059	BRIX1	0.94963468
AZD6738_1917	RPS7	0.949354949
BI-2536_1086	RPS14	0.949010628
LY2109761_1852	RPS14	0.949010628
AZD5582_1617	EXOSC4	0.947990496
PRT062607_1631	RPS7	0.94668071
Docetaxel_1007	RPS7	0.94534359
AZD3759_1915	NHP2L1	0.944030729
PFI3_1620	DRG2	0.943819085
AZD6482_2169	RPS14	0.941710546
Obatoclax Mesylate_1068	EXOSC4	0.941032767
VX-11e_2096	BRIX1	0.939819335
JQ1_2172	BRIX1	0.939819335
Daporinad_1248	DRG2	0.939688585
OF-1_1853	DENR	0.939506794
Podophyllotoxin bromide_1825	DENR	0.936169292
Savolitinib_1936	DRG2	0.935558086
OF-1_1853	NHP2L1	0.930804379
Topotecan_1808	RPS14	0.929543743
Dabrafenib_1373	RPS7	0.927961035
BMS-536924_1091	DRG2	0.923166588
LGK974_1598	WDR75	0.922293573
NU7441_1038	RPS14	0.919810301
BIBR-1532_2043	DENR	0.919481782
Alisertib_1051	RPS14	0.918593621
Epirubicin_1511	RPS7	0.911915599
Ibrutinib_1799	DENR	0.909469277
VX-11e_2096	RPS11	0.906881775
Axitinib_1021	EXOSC4	0.906244125
Vorinostat_1012	RPS11	0.905433082
Entinostat_1593	DENR	0.902794273
Taselisib_1561	EXOSC4	0.901025829
Cediranib_1922	DENR	0.899456771
Cyclophosphamide_1512	RPS27	0.893708113
AZD5153_1706	RPS11	0.892394846
OF-1_1853	DRG2	0.892187844
KU-55933_1030	EXOSC4	0.890589236
Afuresertib_1912	RPS11	0.88949746
Dihydrorotenone_1827	RPS11	0.88949746
GSK1904529A_1093	RPS11	0.88949746
GNE-317_1926	RPS11	0.88949746
AZD6482_2169	EXOSC4	0.888849804
Cytarabine_1006	EXOSC4	0.888849804
Buparlisib_1873	DRG2	0.888057344
Picolinici-acid_1635	NHP2L1	0.887818742
Crizotinib_1083	EXOSC4	0.88537094
WIKI4_1940	RPS7	0.885173206
ABT737_1910	BRIX1	0.883381098
KU-55933_1030	DENR	0.88110051
Elephantin_1835	RPS11	0.876459224
Picolinici-acid_1635	RPS11	0.875010531
Teniposide_1809	RPS11	0.873561838
BMS-345541_1249	RPS11	0.872113145
VE-822_1613	DRG2	0.871535347
Olaparib_1017	DRG2	0.871535347
Mirin_1048	BRIX1	0.871111916
MIM1_1996	RPS11	0.870664452
I-BET-762_1624	UTP3	0.870083744
Cytarabine_1006	NHP2L1	0.869632511
RO-3306_1052	RPS14	0.868709729
Gemcitabine_1190	RPS7	0.867790651
Fulvestrant_1816	NHP2L1	0.866325923
Doramapimod_1042	DENR	0.866081751
AZ960_1250	RPS14	0.865059688
Telomerase Inhibitor IX_1930	DRG2	0.863274349
VE-822_1613	RPS7	0.858430813
AZD8186_1918	RPS7	0.857093694
Vincristine_1818	NHP2L1	0.856406161
PD173074_1049	NHP2L1	0.856406161
Staurosporine_1034	EXOSC4	0.855800594
AZ6102_2109	EXOSC4	0.855800594
Topotecan_1808	RPS7	0.853082335
Temozolomide_1375	DRG2	0.852948101
Afatinib_1032	UTP3	0.851614986
Crizotinib_1083	NHP2L1	0.849792986
Obatoclax Mesylate_1068	RPS7	0.847733856
BMS-754807_2171	DENR	0.847725491
Pevonedistat_1529	RPS11	0.847485365
Cisplatin_1005	NHP2L1	0.846486398
GNE-317_1926	DENR	0.84605674
P22077_1933	RPS7	0.845059617
Uprosertib_2106	NHP2L1	0.844833105
AZD7762_1022	DRG2	0.844687102
Buparlisib_1873	RPS11	0.843139286
NVP-ADW742_1932	DENR	0.842719238
Nutlin-3a (-)_1047	DRG2	0.842621852
Wnt-C59_1622	DENR	0.841050487
Docetaxel_1819	RPS27	0.839987953
Carmustine_1807	DRG2	0.836426103
Cediranib_1922	RPS7	0.835699779
Uprosertib_2106	RPS27	0.835104302
Telomerase Inhibitor IX_1930	RPS7	0.83436266
SB505124_1194	UTP3	0.831094143
PFI3_1620	RPS11	0.83010105
Podophyllotoxin bromide_1825	RPS7	0.829014181
Vinblastine_1004	RPS14	0.828559279
Sapitinib_1549	DENR	0.827700479
PCI-34051_1621	RPS7	0.827677061
MK-1775_1179	NHP2L1	0.826646873
Bortezomib_1191	EXOSC4	0.826230249
Crizotinib_1083	RPS14	0.826125918
AGI-5198_1913	EXOSC4	0.822751384
