+------+-------------------------------+-------------+---------------+
| Rank |           Drug Name           | Target Name | Binding Score |
| 897  |         Docetaxel_1819        |     DRG2    |      7.59     |
| 898  |            JQ1_2172           |     PRCP    |      7.59     |
| 899  |        Uprosertib_1553        |    TROVE2   |      7.59     |
| 900  |         SCH772984_1564        |    RPS27    |      7.58     |
| 901  |    Obatoclax Mesylate_1068    |    RPS11    |      7.58     |
| 902  |        Nelarabine_1814        |    TROVE2   |      7.56     |
| 903  |          NU7441_1038          |    RPS14    |      7.56     |
| 904  |        Uprosertib_1553        |    COPS3    |      7.55     |
| 905  |          LGK974_1598          |    BRIX1    |      7.55     |
| 906  |          AZ6102_2109          |    COPS3    |      7.55     |
| 907  |          RVX-208_1625         |    RPS11    |      7.55     |
| 908  |         Alisertib_1051        |    RPS14    |      7.55     |
| 909  |          AZD1332_1463         |    SEC61B   |      7.54     |
| 910  |          EPZ5676_1563         |    COPS3    |      7.54     |
| 911  |          GDC0810_1925         |     YBX1    |      7.54     |
| 912  |           AZ960_1250          |     DRG2    |      7.54     |
| 913  |        Vinorelbine_2048       |    USP39    |      7.54     |
| 914  |          AZD8186_1918         |     DRG2    |      7.53     |
| 915  |         Nilotinib_1013        |    COPS3    |      7.53     |
| 916  |        Palbociclib_1054       |     RPS7    |      7.53     |
| 917  |           MN-64_1854          |    DHX30    |      7.52     |
| 918  |         PD173074_1049         |    RPS11    |      7.52     |
| 919  |          RVX-208_1625         |     DRG2    |      7.52     |
| 920  |         Topotecan_1808        |     IGJ     |      7.52     |
| 921  |          AZD6482_2169         |    LSM14B   |      7.52     |
| 922  |        Teniposide_1809        |     IGJ     |      7.51     |
| 923  |         I-BET-762_1624        |     DRG2    |      7.50     |
| 924  |        Oxaliplatin_1806       |    BRIX1    |      7.50     |
| 925  |         LY2109761_1852        |    SEC61B   |      7.49     |
| 926  |        Carmustine_1807        |     IGJ     |      7.49     |
| 927  |        Buparlisib_1873        |     RPS7    |      7.48     |
| 928  |          ABT737_1910          |    RPS11    |      7.48     |
| 929  |           PFI3_1620           |    COPS3    |      7.47     |
| 930  |         Sorafenib_1085        |     IGJ     |      7.47     |
| 931  |        Venetoclax_1909        |     DRG2    |      7.47     |
| 932  |         KU-55933_1030         |     PRCP    |      7.46     |
| 933  |         Nilotinib_1013        |    USP39    |      7.44     |
| 934  |          GSK591_2110          |    SEC61B   |      7.44     |
| 935  |         Ibrutinib_1799        |    RAB15    |      7.43     |
| 936  |          EPZ5676_1563         |    WDR75    |      7.43     |
| 937  |           AZ960_1250          |     UTP3    |      7.43     |
| 938  |         ZM447439_1050         |    SSBP1    |      7.42     |
| 939  |        Leflunomide_1578       |     IGJ     |      7.40     |
| 940  |           Mirin_1048          |    RPS27    |      7.40     |
| 941  |         Foretinib_2040        |     DRG2    |      7.40     |
| 942  |         Gefitinib_1010        |     IGJ     |      7.39     |
| 943  |        Ulixertinib_2047       |     DENR    |      7.39     |
| 944  |        Pictilisib_1058        |    USP39    |      7.39     |
| 945  |          AZD4547_1786         |    WDR75    |      7.38     |
| 946  |          I-BRD9_1928          |    DHX30    |      7.38     |
| 947  |           ML323_1629          |     DENR    |      7.37     |
| 948  |        Ulixertinib_2047       |     IGJ     |      7.37     |
| 949  |      Picolinici-acid_1635     |     YBX1    |      7.36     |
| 950  |         Afatinib_1032         |     IGJ     |      7.36     |
| 951  |         KU-55933_1030         |    RPS11    |      7.36     |
| 952  |  Telomerase Inhibitor IX_1930 |    BRIX1    |      7.36     |
| 953  |       Dactinomycin_1911       |     DENR    |      7.36     |
| 954  |          RVX-208_1625         |    USP39    |      7.35     |
| 955  |        GSK269962A_1192        |    DHX30    |      7.35     |
| 956  |       Nutlin-3a (-)_1047      |    NHP2L1   |      7.35     |
| 957  |          LJI308_2107          |    COPS3    |      7.35     |
| 958  |           PFI3_1620           |    RPS27    |      7.34     |
| 959  |        Epirubicin_1511        |    RAB15    |      7.33     |
| 960  |        Dinaciclib_1180        |     RPS7    |      7.33     |
| 961  |         Taselisib_1561        |     YBX1    |      7.33     |
| 962  |        Cytarabine_1006        |    WDR75    |      7.33     |
| 963  |          OTX015_1626          |     DRG2    |      7.33     |
| 964  |        Ulixertinib_2047       |     RPS7    |      7.32     |
| 965  |          MK-2206_1053         |    TROVE2   |      7.32     |
| 966  |        Palbociclib_1054       |     PES1    |      7.32     |
| 967  |        Ipatasertib_1924       |    SEC61B   |      7.32     |
| 968  |        Trametinib_1372        |    SEC61B   |      7.31     |
| 969  |         Foretinib_2040        |    WDR75    |      7.31     |
| 970  |    Gallibiscoquinazole_1830   |    TROVE2   |      7.31     |
| 971  |         Docetaxel_1819        |    RPS11    |      7.30     |
| 972  |       Nutlin-3a (-)_1047      |     DENR    |      7.30     |
| 973  |          MG-132_1862          |    EXOSC4   |      7.30     |
| 974  |         Sinularin_1838        |     RPS7    |      7.29     |
| 975  |         Sapitinib_1549        |    TRMT6    |      7.29     |
| 976  |            JQ1_2172           |    DHX30    |      7.29     |
| 977  |  Podophyllotoxin bromide_1825 |    COPS3    |      7.29     |
| 978  |          AZD1332_1463         |    WDR75    |      7.28     |
| 979  |        Trametinib_1372        |    BRIX1    |      7.28     |
| 980  |        Oxaliplatin_1806       |     RPS7    |      7.28     |
| 981  |        Entinostat_1593        |    RPS27    |      7.27     |
| 982  |         ZM447439_1050         |    SEC61B   |      7.26     |
| 983  |         Dasatinib_1079        |    BRIX1    |      7.26     |
| 984  |        Elephantin_1835        |    TRMT6    |      7.26     |
| 985  |    Obatoclax Mesylate_1068    |    WDR75    |      7.25     |
| 986  |        Ulixertinib_1908       |    RAB15    |      7.25     |
| 987  |        Dactolisib_1057        |     IGJ     |      7.24     |
| 988  |        Tozasertib_1096        |     DRG2    |      7.24     |
| 989  |          RO-3306_1052         |     IGJ     |      7.24     |
| 990  |          NU7441_1038          |    TRMT6    |      7.23     |
| 991  |          ABT737_1910          |    SEC61B   |      7.23     |
| 992  |          WZ4003_1614          |    SSBP1    |      7.23     |
| 993  |          AZD5991_1720         |    RPS11    |      7.22     |
| 994  |        Zoledronate_1802       |    WDR75    |      7.22     |
| 995  |         Sorafenib_1085        |     DRG2    |      7.22     |
| 996  |          VE-822_1613          |    RPS27    |      7.22     |
| 997  |          LCL161_1557          |    WDR75    |      7.22     |
| 998  |         Afatinib_1032         |    RAB15    |      7.21     |
| 999  |          ABT737_1910          |     DRG2    |      7.21     |
| 1000 |       Pyridostatin_2044       |    DHX30    |      7.21     |
| 1001 |        Vorinostat_1012        |    WDR75    |      7.20     |
| 1002 |        Palbociclib_1054       |    RPS11    |      7.20     |
| 1003 |        Osimertinib_1919       |    LSM14B   |      7.20     |
| 1004 |   Sepantronium bromide_1941   |    LSM14B   |      7.19     |
| 1005 |           Mirin_1048          |     RPS7    |      7.18     |
| 1006 |         Erlotinib_1168        |    RPS11    |      7.18     |
| 1007 |         PCI-34051_1621        |    RPS27    |      7.18     |
| 1008 |          OTX015_1626          |     PRCP    |      7.18     |
| 1009 |          AZD1208_1449         |    RPS11    |      7.18     |
| 1010 |         Olaparib_1017         |    WDR75    |      7.17     |
| 1011 |         Sinularin_1838        |    RPS27    |      7.17     |
| 1012 |      Wee1 Inhibitor_1046      |    USP39    |      7.17     |
| 1013 |         SCH772984_1564        |    NOP16    |      7.17     |
| 1014 |        Ulixertinib_1908       |    BRIX1    |      7.16     |
| 1015 |        Ruxolitinib_1507       |     RPS7    |      7.15     |
| 1016 |          AZD5991_1720         |     IGJ     |      7.15     |
| 1017 |         Taselisib_1561        |     PES1    |      7.14     |
| 1018 |          RO-3306_1052         |    RPS14    |      7.14     |
| 1019 |         Axitinib_1021         |     DENR    |      7.13     |
| 1020 |        Entinostat_1593        |     DRG2    |      7.13     |
| 1021 |         Nilotinib_1013        |    WDR75    |      7.13     |
| 1022 |          Wnt-C59_1622         |     RPS7    |      7.13     |
| 1023 |          MK-8776_2046         |    DHX30    |      7.13     |
| 1024 |          AZD4547_1786         |    COPS3    |      7.11     |
| 1025 |           AZ960_1250          |    RPS14    |      7.11     |
| 1026 |      5-Fluorouracil_1073      |    RPS11    |      7.11     |
| 1027 |          AZD6738_1917         |     RPS7    |      7.10     |
| 1028 |           MN-64_1854          |     PRCP    |      7.10     |
| 1029 |          VE-822_1613          |    WDR75    |      7.10     |
| 1030 |        Fulvestrant_1816       |    WDR75    |      7.09     |
| 1031 |   Sepantronium bromide_1941   |    COPS3    |      7.09     |
| 1032 |         PRT062607_1631        |    SEC61B   |      7.08     |
| 1033 |         SCH772984_1564        |     PRCP    |      7.08     |
| 1034 |        GSK2578215A_1927       |    WDR75    |      7.08     |
| 1035 |        Vinorelbine_2048       |     DENR    |      7.08     |
| 1036 |         PRT062607_1631        |     RPS7    |      7.08     |
| 1037 |          AZD5438_1401         |    USP39    |      7.08     |
| 1038 |         Docetaxel_1007        |     RPS7    |      7.07     |
| 1039 |       Pyridostatin_2044       |    WDR75    |      7.07     |
| 1040 |        BMS-536924_1091        |    TRMT6    |      7.06     |
| 1041 |      Picolinici-acid_1635     |    USP39    |      7.06     |
| 1042 |       Dactinomycin_1811       |     IGJ     |      7.06     |
| 1043 |      Dihydrorotenone_1827     |    USP39    |      7.06     |
| 1044 |        Sabutoclax_1849        |    USP39    |      7.06     |
| 1045 |         PRT062607_1631        |    LSM14B   |      7.05     |
| 1046 |         PRT062607_1631        |    RAB15    |      7.04     |
| 1047 |          GSK343_1627          |     IGJ     |      7.04     |
| 1048 |     Cyclophosphamide_1512     |     IGJ     |      7.04     |
| 1049 |          AMG-319_2045         |    RAB15    |      7.03     |
| 1050 |         WEHI-539_1997         |    SEC61B   |      7.03     |
| 1051 |          GNE-317_1926         |     IGJ     |      7.01     |
| 1052 |        Bortezomib_1191        |    USP39    |      7.01     |
| 1053 |        Uprosertib_2106        |    RPS11    |      7.01     |
| 1054 |         EPZ004777_1237        |    NHP2L1   |      7.00     |
| 1055 |        Doramapimod_1042       |    WDR75    |      7.00     |
| 1056 |        Uprosertib_2106        |     IGJ     |      6.99     |
| 1057 |           AZ960_1250          |    DHX30    |      6.99     |
| 1058 |       Dactinomycin_1911       |    WDR75    |      6.99     |
| 1059 |          AZD5153_1706         |    RPS27    |      6.99     |
| 1060 |   Sepantronium bromide_1941   |    TROVE2   |      6.96     |
| 1061 |          RO-3306_1052         |    NHP2L1   |      6.94     |
| 1062 |        Dabrafenib_1373        |     RPS7    |      6.94     |
| 1063 |        Vinblastine_1004       |    RPS27    |      6.93     |
| 1064 |        Paclitaxel_1080        |    WDR75    |      6.93     |
| 1065 |          NU7441_1038          |    COPS3    |      6.93     |
| 1066 |        Savolitinib_1936       |    COPS3    |      6.92     |
| 1067 |          AZD5582_1617         |     YBX1    |      6.92     |
| 1068 |        Uprosertib_1553        |     DENR    |      6.92     |
| 1069 |          MK-2206_1053         |    RPS27    |      6.92     |
| 1070 |         Taselisib_1561        |    SEC61B   |      6.92     |
| 1071 |         Cisplatin_1005        |    RAB15    |      6.91     |
| 1072 |        Vorinostat_1012        |     DRG2    |      6.91     |
| 1073 |        Ruxolitinib_1507       |     PRCP    |      6.91     |
| 1074 |           Mirin_1048          |     YBX1    |      6.90     |
| 1075 |         Acetalax_1804         |    NHP2L1   |      6.90     |
| 1076 |        Trametinib_1372        |     DRG2    |      6.89     |
| 1077 |          Wnt-C59_1622         |    RPS11    |      6.89     |
| 1078 |    Obatoclax Mesylate_1068    |    COPS3    |      6.87     |
| 1079 |        Palbociclib_1054       |    SEC61B   |      6.87     |
| 1080 |         Acetalax_1804         |    COPS3    |      6.87     |
| 1081 |        Navitoclax_1011        |    SEC61B   |      6.86     |
| 1082 |        GSK2606414_1618        |    DHX30    |      6.86     |
| 1083 |          AZD2014_1441         |     DENR    |      6.86     |
| 1084 |           VE821_2111          |    COPS3    |      6.85     |
| 1085 |           VE821_2111          |    NHP2L1   |      6.85     |
| 1086 |         Cediranib_1922        |     IGJ     |      6.85     |
| 1087 |        Doramapimod_1042       |    LSM14B   |      6.84     |
| 1088 |        Savolitinib_1936       |     IGJ     |      6.83     |
| 1089 |         YK-4-279_1239         |    NHP2L1   |      6.83     |
| 1090 |      5-Fluorouracil_1073      |    WDR75    |      6.82     |
| 1091 |         Rapamycin_1084        |    TROVE2   |      6.82     |
| 1092 |         Axitinib_1021         |    COPS3    |      6.82     |
| 1093 |        Epirubicin_1511        |     RPS7    |      6.82     |
| 1094 |          AZD8186_1918         |    NHP2L1   |      6.82     |
| 1095 |        Vinblastine_1004       |    RPS14    |      6.81     |
| 1096 |        Irinotecan_1088        |     IGJ     |      6.81     |
| 1097 |        Teniposide_1809        |    COPS3    |      6.81     |
| 1098 |        Dactolisib_1057        |    COPS3    |      6.80     |
| 1099 |         AGI-5198_1913         |    RPS27    |      6.80     |
| 1100 |        Fulvestrant_1816       |    RPS11    |      6.79     |
| 1101 |        Crizotinib_1083        |    RPS14    |      6.79     |
| 1102 |        Osimertinib_1919       |    RAB15    |      6.79     |
| 1103 |      Dihydrorotenone_1827     |    EXOSC4   |      6.79     |
| 1104 |        Nelarabine_1814        |    RAB15    |      6.78     |
| 1105 |       Dactinomycin_1811       |    DHX30    |      6.78     |
| 1106 |        Teniposide_1809        |     DRG2    |      6.78     |
| 1107 |        Sabutoclax_1849        |    SEC61B   |      6.77     |
| 1108 |          AZD1208_1449         |    TRMT6    |      6.76     |
| 1109 |         Foretinib_2040        |     IGJ     |      6.76     |
| 1110 |         WEHI-539_1997         |     IGJ     |      6.75     |
| 1111 |        BMS-536924_1091        |    EXOSC4   |      6.75     |
| 1112 |          XAV939_1268          |    RPS11    |      6.74     |
| 1113 |        BMS-536924_1091        |    RPS11    |      6.74     |
| 1114 |        PRIMA-1MET_1131        |     IGJ     |      6.74     |
| 1115 |      Wee1 Inhibitor_1046      |    RPS11    |      6.71     |
| 1116 |        Ulixertinib_1908       |    NOP16    |      6.71     |
| 1117 |         Alpelisib_1560        |    SEC61B   |      6.71     |
| 1118 |          MG-132_1862          |    TRMT6    |      6.70     |
| 1119 |         Alpelisib_1560        |    EXOSC4   |      6.70     |
| 1120 |        Talazoparib_1259       |    RAB15    |      6.70     |
| 1121 |        Pictilisib_1058        |     IGJ     |      6.70     |
| 1122 |        Fulvestrant_1816       |    DHX30    |      6.70     |
| 1123 |        Uprosertib_2106        |    DHX30    |      6.69     |
| 1124 |          AZD6482_2169         |    RPS11    |      6.69     |
| 1125 |        BMS-345541_1249        |    RPS27    |      6.68     |
| 1126 |      Wee1 Inhibitor_1046      |    SEC61B   |      6.68     |
| 1127 |          MIRA-1_1931          |    USP39    |      6.68     |
| 1128 |        Fulvestrant_1816       |     IGJ     |      6.68     |
| 1129 |         Sapitinib_1549        |    BRIX1    |      6.68     |
| 1130 |          P22077_1933          |    DHX30    |      6.67     |
| 1131 |          OTX015_1626          |    WDR75    |      6.67     |
| 1132 |           ML323_1629          |    SEC61B   |      6.67     |
| 1133 |        Uprosertib_1553        |     IGJ     |      6.67     |
| 1134 |        Venetoclax_1909        |    RPS11    |      6.67     |
| 1135 |         Acetalax_1804         |     YBX1    |      6.67     |
| 1136 |       Dactinomycin_1911       |    NHP2L1   |      6.66     |
| 1137 |          GSK343_1627          |     PRCP    |      6.65     |
| 1138 |    Obatoclax Mesylate_1068    |    TRMT6    |      6.64     |
| 1139 |         Docetaxel_1819        |    SEC61B   |      6.64     |
| 1140 |         Alpelisib_1560        |    RPS11    |      6.63     |
| 1141 |         PLX-4720_1036         |    TRMT6    |      6.63     |
| 1142 |         KU-55933_1030         |    NHP2L1   |      6.63     |
| 1143 |        Vinorelbine_2048       |    RPS27    |      6.63     |
| 1144 |        Paclitaxel_1080        |    TROVE2   |      6.63     |
| 1145 |           WIKI4_1940          |     RPS7    |      6.62     |
| 1146 |        Talazoparib_1259       |    RPS27    |      6.62     |
| 1147 |            JQ1_2172           |    COPS3    |      6.61     |
| 1148 |        GSK2606414_1618        |    TRMT6    |      6.61     |
| 1149 |         Gefitinib_1010        |    SEC61B   |      6.61     |
| 1150 |         Sinularin_1838        |    DHX30    |      6.60     |
| 1151 |          AMG-319_2045         |    USP39    |      6.60     |
| 1152 |        Paclitaxel_1080        |    TRMT6    |      6.59     |
| 1153 | KRAS (G12C) Inhibitor-12_1855 |    NHP2L1   |      6.59     |
| 1154 |           VE821_2111          |    RPS11    |      6.58     |
| 1155 |        Vinorelbine_2048       |     IGJ     |      6.57     |
| 1156 |       Camptothecin_1003       |    RPS14    |      6.57     |
| 1157 |        BMS-754807_2171        |     IGJ     |      6.57     |
| 1158 |       Dactinomycin_1911       |    COPS3    |      6.57     |
| 1159 |         Topotecan_1808        |    TRMT6    |      6.57     |
| 1160 |           ML323_1629          |    RPS27    |      6.57     |
| 1161 |        Gemcitabine_1190       |    RPS27    |      6.56     |
| 1162 |         SB505124_1194         |    SEC61B   |      6.56     |
| 1163 |          AZD5991_1720         |    SEC61B   |      6.56     |
| 1164 |           AZ960_1250          |    SSBP1    |      6.56     |
| 1165 |        GSK2578215A_1927       |    DHX30    |      6.55     |
| 1166 |         Sapitinib_1549        |    LSM14B   |      6.55     |
| 1167 |          OSI-027_1594         |     DRG2    |      6.55     |
| 1168 |        Teniposide_1809        |    WDR75    |      6.55     |
| 1169 |          AZD1208_1449         |    RPS27    |      6.55     |
| 1170 |        GSK2578215A_1927       |    COPS3    |      6.54     |
| 1171 |        Fludarabine_1813       |    TRMT6    |      6.54     |
| 1172 |          VX-11e_2096          |    SSBP1    |      6.54     |
| 1173 |          AZD6738_1917         |     DENR    |      6.53     |
| 1174 |         Nilotinib_1013        |     IGJ     |      6.53     |
| 1175 |        Epirubicin_1511        |    RPS14    |      6.53     |
| 1176 |       Pevonedistat_1529       |    RPS14    |      6.52     |
| 1177 |       Temozolomide_1375       |    USP39    |      6.52     |
| 1178 |        GSK2606414_1618        |     IGJ     |      6.52     |
| 1179 |         Daporinad_1248        |     DENR    |      6.51     |
| 1180 |   Sepantronium bromide_1941   |    RPS14    |      6.51     |
| 1181 |          ABT737_1910          |     DENR    |      6.50     |
| 1182 |          AZD5582_1617         |    BRIX1    |      6.50     |
| 1183 |        Dabrafenib_1373        |    WDR75    |      6.50     |
| 1184 |          MK-8776_2046         |    SEC61B   |      6.50     |
| 1185 |          XAV939_1268          |    RPS14    |      6.50     |
| 1186 |        Ruxolitinib_1507       |    COPS3    |      6.49     |
| 1187 |        Gemcitabine_1190       |     RPS7    |      6.49     |
| 1188 |           OF-1_1853           |    RPS27    |      6.49     |
| 1189 |        GSK2578215A_1927       |    NHP2L1   |      6.49     |
| 1190 |      5-Fluorouracil_1073      |    NHP2L1   |      6.48     |
| 1191 |          LJI308_2107          |    SEC61B   |      6.48     |
| 1192 |         Olaparib_1017         |    RPS27    |      6.47     |
| 1193 |        Epirubicin_1511        |    COPS3    |      6.47     |
| 1194 |           MIM1_1996           |    RPS27    |      6.47     |
| 1195 |        Vorinostat_1012        |    SEC61B   |      6.47     |
| 1196 |        PF-4708671_1129        |     DENR    |      6.46     |
| 1197 |         Alpelisib_1560        |    COPS3    |      6.46     |
| 1198 |         Nilotinib_1013        |    TROVE2   |      6.46     |
| 1199 |          OSI-027_1594         |    RPS27    |      6.45     |
| 1200 |         SB216763_1025         |     DENR    |      6.45     |
| 1201 |          NU7441_1038          |    EXOSC4   |      6.44     |
| 1202 |         Daporinad_1248        |    NHP2L1   |      6.44     |
| 1203 |         SCH772984_1564        |    BRIX1    |      6.44     |
| 1204 |          RVX-208_1625         |    SEC61B   |      6.44     |
| 1205 |         EPZ004777_1237        |     IGJ     |      6.44     |
| 1206 |        Venetoclax_1909        |     PES1    |      6.43     |
| 1207 |          XAV939_1268          |     IGJ     |      6.43     |
| 1208 |        NVP-ADW742_1932        |    DHX30    |      6.43     |
| 1209 |          VE-822_1613          |     RPS7    |      6.42     |
| 1210 |        Oxaliplatin_1806       |    NHP2L1   |      6.42     |
| 1211 |          AZD7762_1022         |    WDR75    |      6.42     |
| 1212 |          AZD8186_1918         |     RPS7    |      6.41     |
| 1213 |          AZD7762_1022         |     IGJ     |      6.41     |
| 1214 |          MK-8776_2046         |     IGJ     |      6.41     |
| 1215 |       Camptothecin_1003       |     DRG2    |      6.40     |
| 1216 |          AZD1208_1449         |    NHP2L1   |      6.40     |
| 1217 |         Alpelisib_1560        |    RAB15    |      6.40     |
| 1218 |        Ribociclib_1632        |    SEC61B   |      6.39     |
| 1219 |         PD0325901_1060        |    BRIX1    |      6.39     |
| 1220 |         Topotecan_1808        |     RPS7    |      6.38     |
| 1221 |           IWP-2_1576          |     DENR    |      6.38     |
| 1222 |            JQ1_2172           |     IGJ     |      6.37     |
| 1223 |            JQ1_2172           |    TRMT6    |      6.37     |
| 1224 |        PRIMA-1MET_1131        |    SEC61B   |      6.37     |
| 1225 |          RVX-208_1625         |    WDR75    |      6.37     |
| 1226 |        GSK1904529A_1093       |    RPS14    |      6.37     |
| 1227 |        Doramapimod_1042       |    COPS3    |      6.37     |
| 1228 |         Gefitinib_1010        |    NHP2L1   |      6.37     |
| 1229 |      Picolinici-acid_1635     |    RPS27    |      6.36     |
| 1230 |        Paclitaxel_1080        |    NHP2L1   |      6.36     |
| 1231 |          GSK343_1627          |    BRIX1    |      6.36     |
| 1232 |          GSK591_2110          |    USP39    |      6.34     |
| 1233 |    Obatoclax Mesylate_1068    |     RPS7    |      6.34     |
| 1234 |  Telomerase Inhibitor IX_1930 |    DHX30    |      6.34     |
| 1235 |        Ipatasertib_1924       |    NHP2L1   |      6.34     |
| 1236 |        Vincristine_1818       |     UTP3    |      6.33     |
| 1237 |        PRIMA-1MET_1131        |    NHP2L1   |      6.33     |
| 1238 |        Venetoclax_1909        |    RPS27    |      6.33     |
| 1239 |           WIKI4_1940          |    COPS3    |      6.33     |
| 1240 |         Afatinib_1032         |    BRIX1    |      6.33     |
| 1241 |          VX-11e_2096          |    NOP16    |      6.33     |
| 1242 |         Taselisib_1561        |    BRIX1    |      6.32     |
| 1243 |          P22077_1933          |     RPS7    |      6.32     |
| 1244 |        BMS-345541_1249        |     UTP3    |      6.31     |
| 1245 |        Zoledronate_1802       |    BRIX1    |      6.31     |
| 1246 |         SB216763_1025         |    EXOSC4   |      6.30     |
| 1247 |          VE-822_1613          |     IGJ     |      6.30     |
| 1248 |          GDC0810_1925         |     DENR    |      6.27     |
| 1249 |          VX-11e_2096          |    RPS11    |      6.26     |
| 1250 |         PLX-4720_1036         |    DHX30    |      6.25     |
| 1251 |        BMS-536924_1091        |    SEC61B   |      6.25     |
| 1252 |        Vorinostat_1012        |    RPS11    |      6.25     |
| 1253 |          AZ6102_2109          |    SSBP1    |      6.25     |
| 1254 |         Cediranib_1922        |     RPS7    |      6.25     |
| 1255 |  Telomerase Inhibitor IX_1930 |     RPS7    |      6.24     |
| 1256 |       Staurosporine_1034      |    WDR75    |      6.23     |
| 1257 |           IWP-2_1576          |    NHP2L1   |      6.22     |
| 1258 |        Venetoclax_1909        |     DENR    |      6.21     |
| 1259 |          AMG-319_2045         |     DRG2    |      6.21     |
| 1260 |          BI-2536_1086         |    WDR75    |      6.21     |
| 1261 |          BI-2536_1086         |    EXOSC4   |      6.21     |
| 1262 |          VX-11e_2096          |     IGJ     |      6.20     |
| 1263 | KRAS (G12C) Inhibitor-12_1855 |    WDR75    |      6.20     |
| 1264 |         Afatinib_1032         |     YBX1    |      6.20     |
| 1265 |        NVP-ADW742_1932        |    WDR75    |      6.20     |
| 1266 |          VE-822_1613          |    BRIX1    |      6.20     |
| 1267 |  Podophyllotoxin bromide_1825 |     RPS7    |      6.20     |
| 1268 |           VE821_2111          |    TRMT6    |      6.19     |
| 1269 |        Selumetinib_1736       |    RPS14    |      6.19     |
| 1270 |        Teniposide_1809        |    RAB15    |      6.19     |
| 1271 |         PCI-34051_1621        |     RPS7    |      6.19     |
| 1272 |          AZD1208_1449         |    COPS3    |      6.19     |
| 1273 |          WZ4003_1614          |     DRG2    |      6.19     |
| 1274 |         Lapatinib_1558        |     YBX1    |      6.18     |
| 1275 |          AZD7762_1022         |    RPS27    |      6.18     |
| 1276 |        PF-4708671_1129        |    SSBP1    |      6.18     |
| 1277 |       Pyridostatin_2044       |    RPS27    |      6.17     |
| 1278 |        Irinotecan_1088        |    RPS14    |      6.17     |
| 1279 |          AZD5153_1706         |    RPS11    |      6.16     |
| 1280 |          XAV939_1268          |     DRG2    |      6.16     |
| 1281 |        Vincristine_1818       |    COPS3    |      6.16     |
| 1282 |          AZD3759_1915         |     IGJ     |      6.15     |
| 1283 |           Mirin_1048          |    LSM14B   |      6.15     |
| 1284 |          AZ6102_2109          |     DRG2    |      6.15     |
| 1285 |         BIBR-1532_2043        |    RPS14    |      6.15     |
| 1286 |        GSK1904529A_1093       |    RPS11    |      6.14     |
| 1287 |        Afuresertib_1912       |    RPS11    |      6.14     |
| 1288 |          AMG-319_2045         |    SEC61B   |      6.14     |
| 1289 |          GNE-317_1926         |    RPS11    |      6.14     |
| 1290 |        Cytarabine_1006        |    LSM14B   |      6.14     |
| 1291 |        Paclitaxel_1080        |    SEC61B   |      6.14     |
| 1292 |    Gallibiscoquinazole_1830   |    USP39    |      6.14     |
| 1293 |      Dihydrorotenone_1827     |    RPS11    |      6.14     |
| 1294 |    Obatoclax Mesylate_1068    |    USP39    |      6.13     |
| 1295 |          LJI308_2107          |    TRMT6    |      6.13     |
| 1296 |         ZM447439_1050         |    RPS14    |      6.13     |
| 1297 |         PD0325901_1060        |     DRG2    |      6.12     |
| 1298 |        BMS-754807_2171        |    RPS27    |      6.12     |
| 1299 |          AZD2014_1441         |    RPS27    |      6.12     |
| 1300 |        Leflunomide_1578       |    SEC61B   |      6.12     |
| 1301 |         Acetalax_1804         |     DENR    |      6.12     |
| 1302 |           MIM1_1996           |    COPS3    |      6.12     |
| 1303 |       Dactinomycin_1811       |    USP39    |      6.12     |
| 1304 |          MK-8776_2046         |     RPS7    |      6.11     |
| 1305 |           WIKI4_1940          |    EXOSC4   |      6.11     |
| 1306 |         PCI-34051_1621        |    TRMT6    |      6.11     |
| 1307 |          OSI-027_1594         |    DHX30    |      6.11     |
| 1308 |        Tozasertib_1096        |     DENR    |      6.11     |
| 1309 |          AZD6738_1917         |    SEC61B   |      6.11     |
| 1310 |      Wee1 Inhibitor_1046      |    DHX30    |      6.11     |
| 1311 |         Cediranib_1922        |    RPS27    |      6.11     |
| 1312 |        Palbociclib_1054       |    DHX30    |      6.10     |
| 1313 |         PRT062607_1631        |    NHP2L1   |      6.10     |
| 1314 |        GSK269962A_1192        |     PES1    |      6.10     |
| 1315 |        Dactolisib_1057        |    NHP2L1   |      6.10     |
| 1316 |            JQ1_2172           |     DRG2    |      6.10     |
| 1317 |          AMG-319_2045         |     IGJ     |      6.09     |
| 1318 |        Irinotecan_1088        |    WDR75    |      6.09     |
| 1319 |         Axitinib_1021         |    WDR75    |      6.09     |
| 1320 |        Osimertinib_1919       |     YBX1    |      6.09     |
| 1321 |        BMS-754807_2171        |    USP39    |      6.09     |
| 1322 |        GSK1904529A_1093       |    NHP2L1   |      6.09     |
| 1323 |         Foretinib_2040        |    RPS27    |      6.09     |
| 1324 |  Telomerase Inhibitor IX_1930 |     DENR    |      6.09     |
| 1325 |          MIRA-1_1931          |     IGJ     |      6.08     |
| 1326 |          MK-2206_1053         |    NHP2L1   |      6.08     |
| 1327 |         Dasatinib_1079        |    SSBP1    |      6.08     |
| 1328 |        Ribociclib_1632        |    SSBP1    |      6.07     |
| 1329 |         Cisplatin_1005        |    DHX30    |      6.06     |
| 1330 |        Uprosertib_1553        |    SSBP1    |      6.06     |
| 1331 |        Uprosertib_1553        |    NHP2L1   |      6.06     |
| 1332 |    Gallibiscoquinazole_1830   |     RPS7    |      6.06     |
